Section_UUID	Page	Display_Order	Section_Type	Section_Data	Hidden	Is_Required
SEC-expertise-dedicated-teams-3	/expertise/dedicated-teams	30	faq-accordion	{"eyebrow":"Common questions","heading":"What people ask before they engage.","items":[{"question":"Do we need a local entity to register a product?","answer":"Placeholder answer — the client's regulatory team must supply and approve this. In most markets a local presence of some form is required, but the specific mechanism varies by country and product type."},{"question":"Can you hold the marketing authorisation on our behalf?","answer":"Placeholder answer. MAH and local representation is one of the three core capabilities; availability differs per market and is shown on each country page."},{"question":"How is pharmacovigilance handled across multiple markets?","answer":"Placeholder answer covering local QPPV cover, case intake, aggregate reporting and inspection readiness."},{"question":"What happens after approval?","answer":"Placeholder answer covering variations, renewals, transfers and withdrawals — stages nine through twelve of the operating model."}]}	false	true
SEC-expertise-dedicated-teams-4	/expertise/dedicated-teams	40	contact-split	{"eyebrow":"Speak to an expert","heading":"Tell us the product and the market. We'll map the pathway.","fields":[{"label":"Name","wide":false},{"label":"Work email","wide":false},{"label":"Company","wide":false},{"label":"Country","wide":false},{"label":"Contact number","wide":false},{"label":"Purpose / remarks — tell us why you are getting in touch","wide":true}],"submitLabel":"Submit enquiry","submitHref":"/contact/enquiry","routes":[{"title":"Request a proposal","body":"Defined scope, timeline and commercial terms.","href":"/contact/proposal","emphasis":"neutral"},{"title":"Partnership enquiry","body":"For CROs, consultancies and local agents.","href":"/contact/partnership","emphasis":"neutral"},{"title":"Submit your CV","body":"Looking to join us? Send your CV and see the roles we are hiring for.","href":"/careers","linkLabel":"View openings","emphasis":"neutral"},{"title":"Pharmacovigilance & safety","body":"Report an adverse event or product safety concern. Handled separately from commercial enquiries.","href":"/contact/safety","linkLabel":"Safety reporting","emphasis":"safety"}],"generalLabel":"General enquiries","generalEmail":"cs@genedrift.com"}	false	true
SEC-company-about-1	/company/about	10	page-head	{"eyebrow":"Company","heading":"About.","standfirst":"Placeholder standfirst — the client's own description of this service replaces it through the CMS. Nothing on this page has been verified.","actions":[{"label":"Speak to an Expert","href":"/contact/enquiry","variant":"solid"},{"label":"Our operating model","href":"/company/operating-model","variant":"quiet"}]}	false	true
SEC-company-about-2	/company/about	20	process-grid	{"eyebrow":"Operating model","heading":"Twelve stages, filing to withdrawal.","standfirst":"The same team carries a product from the first strategy call through every renewal that follows.","stages":[{"title":"Regulatory strategy","body":"Target markets, pathway and sequencing agreed before anything is written."},{"title":"Regulatory intelligence","body":"Current country requirements, mapped and kept current."},{"title":"Classification & gap analysis","body":"What you have, against what each authority expects."},{"title":"Dossier preparation","body":"Compiled to the receiving authority's format, not a generic template."},{"title":"eCTD publishing","body":"Validated output, lifecycle-ready sequences."},{"title":"Submission management","body":"Filed locally, tracked centrally, reported to you."},{"title":"Authority interaction","body":"Queries answered by the people who wrote the dossier."},{"title":"Approval","body":"The licence issued, with every commitment logged for what follows."},{"title":"Lifecycle management","body":"Variations, renewals, transfers, notifications, withdrawals."},{"title":"MAH / local representation","body":"Licence held locally where you have no entity."},{"title":"Pharmacovigilance","body":"Local QPPV, case processing, aggregate reports, inspections."},{"title":"Dedicated resource","body":"Named FTE and embedded teams as the portfolio grows."}]}	false	true
SEC-company-about-3	/company/about	30	faq-accordion	{"eyebrow":"Common questions","heading":"What people ask before they engage.","items":[{"question":"Do we need a local entity to register a product?","answer":"Placeholder answer — the client's regulatory team must supply and approve this. In most markets a local presence of some form is required, but the specific mechanism varies by country and product type."},{"question":"Can you hold the marketing authorisation on our behalf?","answer":"Placeholder answer. MAH and local representation is one of the three core capabilities; availability differs per market and is shown on each country page."},{"question":"How is pharmacovigilance handled across multiple markets?","answer":"Placeholder answer covering local QPPV cover, case intake, aggregate reporting and inspection readiness."},{"question":"What happens after approval?","answer":"Placeholder answer covering variations, renewals, transfers and withdrawals — stages nine through twelve of the operating model."}]}	false	true
SEC-company-about-4	/company/about	40	contact-split	{"eyebrow":"Speak to an expert","heading":"Tell us the product and the market. We'll map the pathway.","fields":[{"label":"Name","wide":false},{"label":"Work email","wide":false},{"label":"Company","wide":false},{"label":"Country","wide":false},{"label":"Contact number","wide":false},{"label":"Purpose / remarks — tell us why you are getting in touch","wide":true}],"submitLabel":"Submit enquiry","submitHref":"/contact/enquiry","routes":[{"title":"Request a proposal","body":"Defined scope, timeline and commercial terms.","href":"/contact/proposal","emphasis":"neutral"},{"title":"Partnership enquiry","body":"For CROs, consultancies and local agents.","href":"/contact/partnership","emphasis":"neutral"},{"title":"Submit your CV","body":"Looking to join us? Send your CV and see the roles we are hiring for.","href":"/careers","linkLabel":"View openings","emphasis":"neutral"},{"title":"Pharmacovigilance & safety","body":"Report an adverse event or product safety concern. Handled separately from commercial enquiries.","href":"/contact/safety","linkLabel":"Safety reporting","emphasis":"safety"}],"generalLabel":"General enquiries","generalEmail":"cs@genedrift.com"}	false	true
SEC-company-leadership-1	/company/leadership	10	page-head	{"eyebrow":"Company","heading":"Leadership.","standfirst":"Placeholder standfirst — the client's own description of this service replaces it through the CMS. Nothing on this page has been verified.","actions":[{"label":"Speak to an Expert","href":"/contact/enquiry","variant":"solid"},{"label":"Our operating model","href":"/company/operating-model","variant":"quiet"}]}	false	true
SEC-company-leadership-2	/company/leadership	20	process-grid	{"eyebrow":"Operating model","heading":"Twelve stages, filing to withdrawal.","standfirst":"The same team carries a product from the first strategy call through every renewal that follows.","stages":[{"title":"Regulatory strategy","body":"Target markets, pathway and sequencing agreed before anything is written."},{"title":"Regulatory intelligence","body":"Current country requirements, mapped and kept current."},{"title":"Classification & gap analysis","body":"What you have, against what each authority expects."},{"title":"Dossier preparation","body":"Compiled to the receiving authority's format, not a generic template."},{"title":"eCTD publishing","body":"Validated output, lifecycle-ready sequences."},{"title":"Submission management","body":"Filed locally, tracked centrally, reported to you."},{"title":"Authority interaction","body":"Queries answered by the people who wrote the dossier."},{"title":"Approval","body":"The licence issued, with every commitment logged for what follows."},{"title":"Lifecycle management","body":"Variations, renewals, transfers, notifications, withdrawals."},{"title":"MAH / local representation","body":"Licence held locally where you have no entity."},{"title":"Pharmacovigilance","body":"Local QPPV, case processing, aggregate reports, inspections."},{"title":"Dedicated resource","body":"Named FTE and embedded teams as the portfolio grows."}]}	false	true
SEC-company-leadership-3	/company/leadership	30	faq-accordion	{"eyebrow":"Common questions","heading":"What people ask before they engage.","items":[{"question":"Do we need a local entity to register a product?","answer":"Placeholder answer — the client's regulatory team must supply and approve this. In most markets a local presence of some form is required, but the specific mechanism varies by country and product type."},{"question":"Can you hold the marketing authorisation on our behalf?","answer":"Placeholder answer. MAH and local representation is one of the three core capabilities; availability differs per market and is shown on each country page."},{"question":"How is pharmacovigilance handled across multiple markets?","answer":"Placeholder answer covering local QPPV cover, case intake, aggregate reporting and inspection readiness."},{"question":"What happens after approval?","answer":"Placeholder answer covering variations, renewals, transfers and withdrawals — stages nine through twelve of the operating model."}]}	false	true
SEC-company-leadership-4	/company/leadership	40	contact-split	{"eyebrow":"Speak to an expert","heading":"Tell us the product and the market. We'll map the pathway.","fields":[{"label":"Name","wide":false},{"label":"Work email","wide":false},{"label":"Company","wide":false},{"label":"Country","wide":false},{"label":"Contact number","wide":false},{"label":"Purpose / remarks — tell us why you are getting in touch","wide":true}],"submitLabel":"Submit enquiry","submitHref":"/contact/enquiry","routes":[{"title":"Request a proposal","body":"Defined scope, timeline and commercial terms.","href":"/contact/proposal","emphasis":"neutral"},{"title":"Partnership enquiry","body":"For CROs, consultancies and local agents.","href":"/contact/partnership","emphasis":"neutral"},{"title":"Submit your CV","body":"Looking to join us? Send your CV and see the roles we are hiring for.","href":"/careers","linkLabel":"View openings","emphasis":"neutral"},{"title":"Pharmacovigilance & safety","body":"Report an adverse event or product safety concern. Handled separately from commercial enquiries.","href":"/contact/safety","linkLabel":"Safety reporting","emphasis":"safety"}],"generalLabel":"General enquiries","generalEmail":"cs@genedrift.com"}	false	true
SEC-company-operating-model-1	/company/operating-model	10	page-head	{"eyebrow":"Company","heading":"Operating Model.","standfirst":"Placeholder standfirst — the client's own description of this service replaces it through the CMS. Nothing on this page has been verified.","actions":[{"label":"Speak to an Expert","href":"/contact/enquiry","variant":"solid"},{"label":"Our operating model","href":"/company/operating-model","variant":"quiet"}]}	false	true
SEC-company-operating-model-2	/company/operating-model	20	process-grid	{"eyebrow":"Operating model","heading":"Twelve stages, filing to withdrawal.","standfirst":"The same team carries a product from the first strategy call through every renewal that follows.","stages":[{"title":"Regulatory strategy","body":"Target markets, pathway and sequencing agreed before anything is written."},{"title":"Regulatory intelligence","body":"Current country requirements, mapped and kept current."},{"title":"Classification & gap analysis","body":"What you have, against what each authority expects."},{"title":"Dossier preparation","body":"Compiled to the receiving authority's format, not a generic template."},{"title":"eCTD publishing","body":"Validated output, lifecycle-ready sequences."},{"title":"Submission management","body":"Filed locally, tracked centrally, reported to you."},{"title":"Authority interaction","body":"Queries answered by the people who wrote the dossier."},{"title":"Approval","body":"The licence issued, with every commitment logged for what follows."},{"title":"Lifecycle management","body":"Variations, renewals, transfers, notifications, withdrawals."},{"title":"MAH / local representation","body":"Licence held locally where you have no entity."},{"title":"Pharmacovigilance","body":"Local QPPV, case processing, aggregate reports, inspections."},{"title":"Dedicated resource","body":"Named FTE and embedded teams as the portfolio grows."}]}	false	true
SEC-company-operating-model-3	/company/operating-model	30	faq-accordion	{"eyebrow":"Common questions","heading":"What people ask before they engage.","items":[{"question":"Do we need a local entity to register a product?","answer":"Placeholder answer — the client's regulatory team must supply and approve this. In most markets a local presence of some form is required, but the specific mechanism varies by country and product type."},{"question":"Can you hold the marketing authorisation on our behalf?","answer":"Placeholder answer. MAH and local representation is one of the three core capabilities; availability differs per market and is shown on each country page."},{"question":"How is pharmacovigilance handled across multiple markets?","answer":"Placeholder answer covering local QPPV cover, case intake, aggregate reporting and inspection readiness."},{"question":"What happens after approval?","answer":"Placeholder answer covering variations, renewals, transfers and withdrawals — stages nine through twelve of the operating model."}]}	false	true
SEC-company-operating-model-4	/company/operating-model	40	contact-split	{"eyebrow":"Speak to an expert","heading":"Tell us the product and the market. We'll map the pathway.","fields":[{"label":"Name","wide":false},{"label":"Work email","wide":false},{"label":"Company","wide":false},{"label":"Country","wide":false},{"label":"Contact number","wide":false},{"label":"Purpose / remarks — tell us why you are getting in touch","wide":true}],"submitLabel":"Submit enquiry","submitHref":"/contact/enquiry","routes":[{"title":"Request a proposal","body":"Defined scope, timeline and commercial terms.","href":"/contact/proposal","emphasis":"neutral"},{"title":"Partnership enquiry","body":"For CROs, consultancies and local agents.","href":"/contact/partnership","emphasis":"neutral"},{"title":"Submit your CV","body":"Looking to join us? Send your CV and see the roles we are hiring for.","href":"/careers","linkLabel":"View openings","emphasis":"neutral"},{"title":"Pharmacovigilance & safety","body":"Report an adverse event or product safety concern. Handled separately from commercial enquiries.","href":"/contact/safety","linkLabel":"Safety reporting","emphasis":"safety"}],"generalLabel":"General enquiries","generalEmail":"cs@genedrift.com"}	false	true
SEC-company-quality-compliance-1	/company/quality-compliance	10	page-head	{"eyebrow":"Company","heading":"Quality & Compliance.","standfirst":"Placeholder standfirst — the client's own description of this service replaces it through the CMS. Nothing on this page has been verified.","actions":[{"label":"Speak to an Expert","href":"/contact/enquiry","variant":"solid"},{"label":"Our operating model","href":"/company/operating-model","variant":"quiet"}]}	false	true
SEC-company-quality-compliance-2	/company/quality-compliance	20	process-grid	{"eyebrow":"Operating model","heading":"Twelve stages, filing to withdrawal.","standfirst":"The same team carries a product from the first strategy call through every renewal that follows.","stages":[{"title":"Regulatory strategy","body":"Target markets, pathway and sequencing agreed before anything is written."},{"title":"Regulatory intelligence","body":"Current country requirements, mapped and kept current."},{"title":"Classification & gap analysis","body":"What you have, against what each authority expects."},{"title":"Dossier preparation","body":"Compiled to the receiving authority's format, not a generic template."},{"title":"eCTD publishing","body":"Validated output, lifecycle-ready sequences."},{"title":"Submission management","body":"Filed locally, tracked centrally, reported to you."},{"title":"Authority interaction","body":"Queries answered by the people who wrote the dossier."},{"title":"Approval","body":"The licence issued, with every commitment logged for what follows."},{"title":"Lifecycle management","body":"Variations, renewals, transfers, notifications, withdrawals."},{"title":"MAH / local representation","body":"Licence held locally where you have no entity."},{"title":"Pharmacovigilance","body":"Local QPPV, case processing, aggregate reports, inspections."},{"title":"Dedicated resource","body":"Named FTE and embedded teams as the portfolio grows."}]}	false	true
SEC-company-quality-compliance-3	/company/quality-compliance	30	faq-accordion	{"eyebrow":"Common questions","heading":"What people ask before they engage.","items":[{"question":"Do we need a local entity to register a product?","answer":"Placeholder answer — the client's regulatory team must supply and approve this. In most markets a local presence of some form is required, but the specific mechanism varies by country and product type."},{"question":"Can you hold the marketing authorisation on our behalf?","answer":"Placeholder answer. MAH and local representation is one of the three core capabilities; availability differs per market and is shown on each country page."},{"question":"How is pharmacovigilance handled across multiple markets?","answer":"Placeholder answer covering local QPPV cover, case intake, aggregate reporting and inspection readiness."},{"question":"What happens after approval?","answer":"Placeholder answer covering variations, renewals, transfers and withdrawals — stages nine through twelve of the operating model."}]}	false	true
SEC-company-quality-compliance-4	/company/quality-compliance	40	contact-split	{"eyebrow":"Speak to an expert","heading":"Tell us the product and the market. We'll map the pathway.","fields":[{"label":"Name","wide":false},{"label":"Work email","wide":false},{"label":"Company","wide":false},{"label":"Country","wide":false},{"label":"Contact number","wide":false},{"label":"Purpose / remarks — tell us why you are getting in touch","wide":true}],"submitLabel":"Submit enquiry","submitHref":"/contact/enquiry","routes":[{"title":"Request a proposal","body":"Defined scope, timeline and commercial terms.","href":"/contact/proposal","emphasis":"neutral"},{"title":"Partnership enquiry","body":"For CROs, consultancies and local agents.","href":"/contact/partnership","emphasis":"neutral"},{"title":"Submit your CV","body":"Looking to join us? Send your CV and see the roles we are hiring for.","href":"/careers","linkLabel":"View openings","emphasis":"neutral"},{"title":"Pharmacovigilance & safety","body":"Report an adverse event or product safety concern. Handled separately from commercial enquiries.","href":"/contact/safety","linkLabel":"Safety reporting","emphasis":"safety"}],"generalLabel":"General enquiries","generalEmail":"cs@genedrift.com"}	false	true
SEC-markets-1	/markets	10	page-head	{"eyebrow":"Markets","heading":"Forty-six markets across six regions,","headingTail":"each with its own filing route and lifecycle obligations.","actions":[{"label":"Speak to an Expert","href":"/contact/enquiry","variant":"solid"},{"label":"Our operating model","href":"/company/operating-model","variant":"quiet"}]}	false	true
SEC-markets-2	/markets	20	region-cards	{"eyebrow":"Global presence","heading":"Local execution across emerging markets —","headingTail":"46 markets, one accountability team","regions":[{"name":"Asia Pacific","count":"15","href":"/markets/asia-pacific","markets":[{"name":"India","href":"/markets/asia-pacific/india"},{"name":"Sri Lanka","href":"/markets/asia-pacific/sri-lanka"},{"name":"Philippines","href":"/markets/asia-pacific/philippines"},{"name":"Myanmar","href":"/markets/asia-pacific/myanmar"},{"name":"Vietnam","href":"/markets/asia-pacific/vietnam"},{"name":"Thailand","href":"/markets/asia-pacific/thailand"},{"name":"Indonesia","href":"/markets/asia-pacific/indonesia"},{"name":"Malaysia","href":"/markets/asia-pacific/malaysia"},{"name":"Singapore","href":"/markets/asia-pacific/singapore"},{"name":"Hong Kong","href":"/markets/asia-pacific/hong-kong"},{"name":"Taiwan","href":"/markets/asia-pacific/taiwan"},{"name":"Cambodia","href":"/markets/asia-pacific/cambodia"},{"name":"Brunei","href":"/markets/asia-pacific/brunei"},{"name":"Laos","href":"/markets/asia-pacific/laos"},{"name":"Pakistan","href":"/markets/asia-pacific/pakistan"}]},{"name":"Africa","count":"17","href":"/markets/africa","markets":[{"name":"Nigeria","href":"/markets/africa/nigeria"},{"name":"Kenya","href":"/markets/africa/kenya"},{"name":"South Africa","href":"/markets/africa/south-africa"},{"name":"Tanzania","href":"/markets/africa/tanzania"},{"name":"Ethiopia","href":"/markets/africa/ethiopia"},{"name":"Uganda","href":"/markets/africa/uganda"},{"name":"Zimbabwe","href":"/markets/africa/zimbabwe"},{"name":"Ghana","href":"/markets/africa/ghana"},{"name":"Côte d’Ivoire","href":"/markets/africa/cote-divoire"},{"name":"Senegal","href":"/markets/africa/senegal"},{"name":"Burkina Faso","href":"/markets/africa/burkina-faso"},{"name":"Togo","href":"/markets/africa/togo"},{"name":"Benin","href":"/markets/africa/benin"},{"name":"Cameroon","href":"/markets/africa/cameroon"},{"name":"DR Congo","href":"/markets/africa/dr-congo"},{"name":"Chad","href":"/markets/africa/chad"},{"name":"Madagascar","href":"/markets/africa/madagascar"}]},{"name":"Latin America","count":"06","href":"/markets/latin-america","markets":[{"name":"Peru","href":"/markets/latin-america/peru"},{"name":"Chile","href":"/markets/latin-america/chile"},{"name":"Guatemala","href":"/markets/latin-america/guatemala"},{"name":"Honduras","href":"/markets/latin-america/honduras"},{"name":"El Salvador","href":"/markets/latin-america/el-salvador"},{"name":"Nicaragua","href":"/markets/latin-america/nicaragua"}]},{"name":"CIS","count":"04","href":"/markets/cis","markets":[{"name":"Uzbekistan","href":"/markets/cis/uzbekistan"},{"name":"Kazakhstan","href":"/markets/cis/kazakhstan"},{"name":"Kyrgyzstan","href":"/markets/cis/kyrgyzstan"},{"name":"Azerbaijan","href":"/markets/cis/azerbaijan"}]},{"name":"Middle East","count":"02","href":"/markets/middle-east","markets":[{"name":"Saudi Arabia","href":"/markets/middle-east/saudi-arabia"},{"name":"United Arab Emirates","href":"/markets/middle-east/united-arab-emirates"}]},{"name":"Eastern Europe","count":"02","href":"/markets/eastern-europe","markets":[{"name":"Russia","href":"/markets/eastern-europe/russia"},{"name":"Ukraine","href":"/markets/eastern-europe/ukraine"}]}],"footnoteLeft":"Every market name links to its country page","footnoteRight":"Markets shown as points · no international boundaries are drawn"}	false	true
SEC-markets-3	/markets	30	contact-split	{"eyebrow":"Speak to an expert","heading":"Tell us the product and the market. We'll map the pathway.","fields":[{"label":"Name","wide":false},{"label":"Work email","wide":false},{"label":"Company","wide":false},{"label":"Country","wide":false},{"label":"Contact number","wide":false},{"label":"Purpose / remarks — tell us why you are getting in touch","wide":true}],"submitLabel":"Submit enquiry","submitHref":"/contact/enquiry","routes":[{"title":"Request a proposal","body":"Defined scope, timeline and commercial terms.","href":"/contact/proposal","emphasis":"neutral"},{"title":"Partnership enquiry","body":"For CROs, consultancies and local agents.","href":"/contact/partnership","emphasis":"neutral"},{"title":"Submit your CV","body":"Looking to join us? Send your CV and see the roles we are hiring for.","href":"/careers","linkLabel":"View openings","emphasis":"neutral"},{"title":"Pharmacovigilance & safety","body":"Report an adverse event or product safety concern. Handled separately from commercial enquiries.","href":"/contact/safety","linkLabel":"Safety reporting","emphasis":"safety"}],"generalLabel":"General enquiries","generalEmail":"cs@genedrift.com"}	false	true
SEC-global-presence-1	/global-presence	10	page-head	{"eyebrow":"Global presence","heading":"Forty-six markets,","headingTail":"one search away.","standfirst":"Search for a market to see which services are live there, which are coming, and where to go next.","actions":[]}	false	true
SEC-global-presence-2	/global-presence	20	market-directory	{"searchLabel":"Search for a country","searchPlaceholder":"Start typing a country or region…","countryColumnLabel":"Market","regionColumnLabel":"Region","emptyLabel":"No market matches that search.","marketSource":"all"}	false	true
SEC-global-presence-3	/global-presence	30	contact-split	{"eyebrow":"Speak to an expert","heading":"Tell us the product and the market. We'll map the pathway.","fields":[{"label":"Name","wide":false},{"label":"Work email","wide":false},{"label":"Company","wide":false},{"label":"Country","wide":false},{"label":"Contact number","wide":false},{"label":"Purpose / remarks — tell us why you are getting in touch","wide":true}],"submitLabel":"Submit enquiry","submitHref":"/contact/enquiry","routes":[{"title":"Request a proposal","body":"Defined scope, timeline and commercial terms.","href":"/contact/proposal","emphasis":"neutral"},{"title":"Partnership enquiry","body":"For CROs, consultancies and local agents.","href":"/contact/partnership","emphasis":"neutral"},{"title":"Submit your CV","body":"Looking to join us? Send your CV and see the roles we are hiring for.","href":"/careers","linkLabel":"View openings","emphasis":"neutral"},{"title":"Pharmacovigilance & safety","body":"Report an adverse event or product safety concern. Handled separately from commercial enquiries.","href":"/contact/safety","linkLabel":"Safety reporting","emphasis":"safety"}],"generalLabel":"General enquiries","generalEmail":"cs@genedrift.com"}	false	true
SEC-careers-1	/careers	10	page-head	{"eyebrow":"Careers","heading":"Regulatory careers with real ownership.","headingTail":"In-country specialists, not a remote processing desk.","actions":[{"label":"Speak to an Expert","href":"/contact/enquiry","variant":"solid"},{"label":"Our operating model","href":"/company/operating-model","variant":"quiet"}]}	false	true
SEC-careers-2	/careers	20	value-grid	{"eyebrow":"Why Genedrift","heading":"More than a service provider. A long-term regulatory partner.","items":[{"title":"Fully in-house delivery","body":"No subcontractors. The team that files your dossier maintains it."},{"title":"Genuine local expertise","body":"In-country specialists who know the authority, not a remote desk."},{"title":"Regional project management","body":"One commercial partner and one project manager across every market."},{"title":"Quality-driven execution","body":"ISO-certified management systems and inspection-ready documentation."}]}	false	true
SEC-careers-3	/careers	30	job-list	{"eyebrow":"Current openings","heading":"Roles open right now.","standfirst":"Every role is in-house. We do not place contractors with clients under our name.","source":"all","emptyMessage":"No openings are listed right now. We still read speculative applications from regulatory and pharmacovigilance specialists.","emptyCtaLabel":"Send a speculative application","emptyCtaHref":"/contact/enquiry"}	false	true
SEC-careers-4	/careers	40	faq-accordion	{"eyebrow":"Common questions","heading":"What people ask before they engage.","items":[{"question":"Do we need a local entity to register a product?","answer":"Placeholder answer — the client's regulatory team must supply and approve this. In most markets a local presence of some form is required, but the specific mechanism varies by country and product type."},{"question":"Can you hold the marketing authorisation on our behalf?","answer":"Placeholder answer. MAH and local representation is one of the three core capabilities; availability differs per market and is shown on each country page."},{"question":"How is pharmacovigilance handled across multiple markets?","answer":"Placeholder answer covering local QPPV cover, case intake, aggregate reporting and inspection readiness."},{"question":"What happens after approval?","answer":"Placeholder answer covering variations, renewals, transfers and withdrawals — stages nine through twelve of the operating model."}]}	false	true
SEC-careers-5	/careers	50	contact-split	{"eyebrow":"Speak to an expert","heading":"Tell us the product and the market. We'll map the pathway.","fields":[{"label":"Name","wide":false},{"label":"Work email","wide":false},{"label":"Company","wide":false},{"label":"Country","wide":false},{"label":"Contact number","wide":false},{"label":"Purpose / remarks — tell us why you are getting in touch","wide":true}],"submitLabel":"Submit enquiry","submitHref":"/contact/enquiry","routes":[{"title":"Request a proposal","body":"Defined scope, timeline and commercial terms.","href":"/contact/proposal","emphasis":"neutral"},{"title":"Partnership enquiry","body":"For CROs, consultancies and local agents.","href":"/contact/partnership","emphasis":"neutral"},{"title":"Submit your CV","body":"Looking to join us? Send your CV and see the roles we are hiring for.","href":"/careers","linkLabel":"View openings","emphasis":"neutral"},{"title":"Pharmacovigilance & safety","body":"Report an adverse event or product safety concern. Handled separately from commercial enquiries.","href":"/contact/safety","linkLabel":"Safety reporting","emphasis":"safety"}],"generalLabel":"General enquiries","generalEmail":"cs@genedrift.com"}	false	true
